date,day_of_week,month,season,area,severity,outage_hours,incidents,temperature_c,demand_index,feeder_overload,is_holiday
2022-03-29,Tuesday,3,spring,SITE Area,medium,8.9,2,30.8,6.6,0,0
2022-03-29,Tuesday,3,spring,Orangi Town,high,13.5,6,26.3,8.6,1,0
2022-03-29,Tuesday,3,spring,Malir,high,12.1,4,29.4,8.6,1,0
2022-03-29,Tuesday,3,spring,Saddar,medium,6.2,3,27.0,4.0,0,0
2022-03-29,Tuesday,3,spring,Gulberg,medium,9.0,4,28.9,6.3,0,0
2022-03-29,Tuesday,3,spring,Liaquatabad,high,11.2,3,28.6,7.7,1,0
2022-03-29,Tuesday,3,spring,Federal B Area,medium,8.0,3,30.1,5.8,0,0
2022-03-29,Tuesday,3,spring,Nazimabad,medium,9.0,4,29.9,6.5,0,0
2022-03-29,Tuesday,3,spring,Baldia Town,high,12.4,3,28.8,8.6,1,0
2022-03-30,Wednesday,3,spring,Gulshan-e-Iqbal,medium,8.0,2,27.6,5.3,0,0
2022-03-30,Wednesday,3,spring,North Nazimabad,medium,8.1,3,26.7,5.2,0,0
2022-03-30,Wednesday,3,spring,Korangi,high,10.1,5,26.4,6.4,1,0
2022-03-30,Wednesday,3,spring,Landhi,high,12.9,5,25.2,7.8,1,0
2022-03-30,Wednesday,3,spring,Defence (DHA),low,2.2,1,29.8,1.6,0,0
2022-03-30,Wednesday,3,spring,Clifton,low,1.5,1,31.0,1.1,0,0
2022-03-30,Wednesday,3,spring,SITE Area,medium,9.2,4,30.1,6.7,1,0
2022-03-30,Wednesday,3,spring,Orangi Town,high,12.7,4,29.7,9.1,1,0
2022-03-30,Wednesday,3,spring,Malir,high,10.1,4,29.8,7.3,1,0
2022-03-30,Wednesday,3,spring,Saddar,medium,6.7,2,29.1,4.7,0,0
2022-03-30,Wednesday,3,spring,Gulberg,medium,7.9,4,26.2,5.0,0,0
2022-03-30,Wednesday,3,spring,Liaquatabad,high,11.5,5,26.1,7.2,1,0
2022-03-30,Wednesday,3,spring,Federal B Area,medium,7.0,1,25.3,4.3,0,0
2022-03-30,Wednesday,3,spring,Nazimabad,medium,9.5,2,25.5,5.8,1,0
2022-03-30,Wednesday,3,spring,Baldia Town,high,13.6,5,29.3,9.6,1,0
2022-03-31,Thursday,3,spring,Gulshan-e-Iqbal,medium,6.0,2,29.2,4.2,0,0
2022-03-31,Thursday,3,spring,North Nazimabad,medium,9.0,4,26.9,5.8,0,0
2022-03-31,Thursday,3,spring,Korangi,high,10.2,4,24.1,5.9,1,0
2022-03-31,Thursday,3,spring,Landhi,high,13.5,6,24.9,8.1,1,0
2022-03-31,Thursday,3,spring,Defence (DHA),low,2.3,1,27.5,1.5,0,0
2022-03-31,Thursday,3,spring,Clifton,low,2.7,2,27.4,1.8,0,0
2022-03-31,Thursday,3,spring,SITE Area,medium,8.5,3,29.5,6.0,0,0
2022-03-31,Thursday,3,spring,Orangi Town,high,13.5,5,28.6,9.3,1,0
2022-03-31,Thursday,3,spring,Malir,high,11.4,4,24.9,6.8,1,0
2022-03-31,Thursday,3,spring,Saddar,medium,7.2,1,29.2,5.1,0,0
2022-03-31,Thursday,3,spring,Gulberg,medium,8.0,3,27.5,5.3,0,0
2022-03-31,Thursday,3,spring,Liaquatabad,high,11.0,4,27.7,7.4,1,0
2022-03-31,Thursday,3,spring,Federal B Area,medium,6.9,1,30.9,5.1,0,0
2022-03-31,Thursday,3,spring,Nazimabad,medium,9.7,2,25.4,5.9,1,0
2022-03-31,Thursday,3,spring,Baldia Town,high,13.7,5,30.7,10.0,1,0
2022-04-01,Friday,4,spring,Gulshan-e-Iqbal,medium,7.6,4,30.2,5.5,0,0
2022-04-01,Friday,4,spring,North Nazimabad,medium,11.3,4,30.0,8.2,1,0
2022-04-01,Friday,4,spring,Korangi,high,12.3,5,30.1,8.9,1,0
2022-04-01,Friday,4,spring,Landhi,high,14.6,5,28.0,9.9,1,0
2022-04-01,Friday,4,spring,Defence (DHA),low,2.1,1,31.1,1.6,0,0
2022-04-01,Friday,4,spring,Clifton,low,1.8,1,31.1,1.4,0,0
2022-04-01,Friday,4,spring,SITE Area,medium,10.1,3,25.2,6.1,1,0
2022-04-01,Friday,4,spring,Orangi Town,high,14.8,6,23.8,8.5,1,0
2022-04-01,Friday,4,spring,Malir,high,12.6,5,29.8,9.1,1,0
2022-04-01,Friday,4,spring,Saddar,medium,6.8,2,28.2,4.6,0,0
2022-04-01,Friday,4,spring,Gulberg,medium,11.2,3,27.0,7.3,1,0
2022-04-01,Friday,4,spring,Liaquatabad,high,11.3,5,31.0,8.5,1,0
2022-04-01,Friday,4,spring,Federal B Area,medium,8.8,4,28.0,5.9,0,0
2022-04-01,Friday,4,spring,Nazimabad,medium,10.5,5,30.7,7.8,1,0
2022-04-01,Friday,4,spring,Baldia Town,high,13.9,4,27.0,9.1,1,0
2022-04-02,Saturday,4,spring,Gulshan-e-Iqbal,medium,6.3,3,31.4,4.8,0,0
2022-04-02,Saturday,4,spring,North Nazimabad,medium,7.5,4,26.2,4.7,0,0
2022-04-02,Saturday,4,spring,Korangi,high,10.4,4,26.9,6.7,1,0
2022-04-02,Saturday,4,spring,Landhi,high,10.3,4,28.7,7.1,1,0
2022-04-02,Saturday,4,spring,Defence (DHA),low,3.0,1,29.7,2.1,0,0
2022-04-02,Saturday,4,spring,Clifton,low,2.1,1,28.9,1.5,0,0
2022-04-02,Saturday,4,spring,SITE Area,medium,7.1,2,29.1,5.0,0,0
2022-04-02,Saturday,4,spring,Orangi Town,high,8.5,2,27.4,5.6,0,0
2022-04-02,Saturday,4,spring,Malir,high,9.0,4,25.7,5.6,0,0
2022-04-02,Saturday,4,spring,Saddar,medium,5.6,1,27.6,3.7,0,0
2022-04-02,Saturday,4,spring,Gulberg,medium,8.4,4,31.1,6.3,0,0
2022-04-02,Saturday,4,spring,Liaquatabad,high,8.4,3,27.7,5.6,0,0
2022-04-02,Saturday,4,spring,Federal B Area,medium,5.2,3,27.1,3.4,0,0
2022-04-02,Saturday,4,spring,Nazimabad,medium,7.2,3,26.5,4.6,0,0
2022-04-02,Saturday,4,spring,Baldia Town,high,9.7,4,29.2,6.8,1,0
2022-04-03,Sunday,4,spring,Gulshan-e-Iqbal,medium,5.1,3,26.4,3.2,0,0
2022-04-03,Sunday,4,spring,North Nazimabad,medium,6.9,1,26.7,4.4,0,0
2022-04-03,Sunday,4,spring,Korangi,high,7.9,4,29.6,5.6,0,0
2022-04-03,Sunday,4,spring,Landhi,high,9.2,2,28.9,6.4,1,0
2022-04-03,Sunday,4,spring,Defence (DHA),low,1.1,1,27.6,0.7,0,0
2022-04-03,Sunday,4,spring,Clifton,low,1.4,1,26.5,0.9,0,0
2022-04-03,Sunday,4,spring,SITE Area,medium,6.0,1,24.9,3.6,0,0
2022-04-03,Sunday,4,spring,Orangi Town,high,8.8,3,27.4,5.8,0,0
2022-04-03,Sunday,4,spring,Malir,high,7.5,3,27.5,5.0,0,0
2022-04-03,Sunday,4,spring,Saddar,medium,4.6,1,29.0,3.2,0,0
2022-04-03,Sunday,4,spring,Gulberg,medium,6.9,3,26.7,4.4,0,0
2022-04-03,Sunday,4,spring,Liaquatabad,high,6.7,2,25.9,4.2,0,0
2022-04-03,Sunday,4,spring,Federal B Area,medium,4.2,2,27.3,2.8,0,0
2022-04-03,Sunday,4,spring,Nazimabad,medium,5.5,1,25.4,3.4,0,0
2022-04-03,Sunday,4,spring,Baldia Town,high,8.9,2,28.4,6.1,0,0
2022-04-04,Monday,4,spring,Gulshan-e-Iqbal,medium,7.1,2,26.9,4.6,0,0
2022-04-04,Monday,4,spring,North Nazimabad,medium,8.5,3,26.1,5.4,0,0
2022-04-04,Monday,4,spring,Korangi,high,11.0,5,26.3,7.0,1,0
2022-04-04,Monday,4,spring,Landhi,high,13.7,5,24.4,8.1,1,0
2022-04-04,Monday,4,spring,Defence (DHA),low,1.9,1,28.6,1.3,0,0
2022-04-04,Monday,4,spring,Clifton,low,2.3,1,33.4,1.9,0,0
2022-04-04,Monday,4,spring,SITE Area,medium,9.1,2,26.0,5.7,1,0
2022-04-04,Monday,4,spring,Orangi Town,high,13.1,6,24.4,7.7,1,0
2022-04-04,Monday,4,spring,Malir,high,10.9,4,26.3,6.9,1,0
2022-04-04,Monday,4,spring,Saddar,medium,7.3,3,26.9,4.7,0,0
2022-04-04,Monday,4,spring,Gulberg,medium,8.7,4,26.7,5.6,0,0
2022-04-04,Monday,4,spring,Liaquatabad,high,12.4,4,27.4,8.2,1,0
2022-04-04,Monday,4,spring,Federal B Area,medium,8.1,2,29.6,5.8,0,0
2022-04-04,Monday,4,spring,Nazimabad,medium,9.2,3,28.7,6.4,1,0
2022-04-04,Monday,4,spring,Baldia Town,high,13.5,5,24.1,7.8,1,0
2022-04-05,Tuesday,4,spring,Gulshan-e-Iqbal,medium,6.4,2,29.7,4.6,0,0
2022-04-05,Tuesday,4,spring,North Nazimabad,medium,8.8,4,25.2,5.3,0,0
2022-04-05,Tuesday,4,spring,Korangi,high,11.0,4,31.4,8.3,1,0
2022-04-05,Tuesday,4,spring,Landhi,high,14.2,4,27.9,9.6,1,0
2022-04-05,Tuesday,4,spring,Defence (DHA),low,3.0,1,27.3,2.0,0,0
2022-04-05,Tuesday,4,spring,Clifton,low,0.8,1,26.2,0.5,0,0
2022-04-05,Tuesday,4,spring,SITE Area,medium,10.1,3,27.5,6.7,1,0
2022-04-05,Tuesday,4,spring,Orangi Town,high,13.0,4,27.4,8.6,1,0
2022-04-05,Tuesday,4,spring,Malir,high,12.5,6,31.3,9.4,1,0
2022-04-05,Tuesday,4,spring,Saddar,medium,8.4,4,27.7,5.6,0,0
2022-04-05,Tuesday,4,spring,Gulberg,medium,9.0,4,25.0,5.4,0,0
2022-04-05,Tuesday,4,spring,Liaquatabad,high,12.2,4,25.7,7.6,1,0
2022-04-05,Tuesday,4,spring,Federal B Area,medium,6.8,3,25.8,4.2,0,0
2022-04-05,Tuesday,4,spring,Nazimabad,medium,8.3,3,26.3,5.3,0,0
2022-04-05,Tuesday,4,spring,Baldia Town,high,12.7,4,26.9,8.2,1,0
2022-04-06,Wednesday,4,spring,Gulshan-e-Iqbal,medium,6.2,2,29.7,4.4,0,0
2022-04-06,Wednesday,4,spring,North Nazimabad,medium,7.9,2,28.4,5.4,0,0
2022-04-06,Wednesday,4,spring,Korangi,high,12.0,4,27.0,7.8,1,0
2022-04-06,Wednesday,4,spring,Landhi,high,12.6,6,27.5,8.4,1,0
2022-04-06,Wednesday,4,spring,Defence (DHA),low,3.1,1,28.4,2.1,0,0
2022-04-06,Wednesday,4,spring,Clifton,low,1.8,1,29.0,1.3,0,0
2022-04-06,Wednesday,4,spring,SITE Area,medium,7.9,3,29.4,5.6,0,0
2022-04-06,Wednesday,4,spring,Orangi Town,high,13.5,6,27.4,8.9,1,0
2022-04-06,Wednesday,4,spring,Malir,high,10.3,5,26.2,6.5,1,0
2022-04-06,Wednesday,4,spring,Saddar,medium,7.0,3,30.5,5.2,0,0
2022-04-06,Wednesday,4,spring,Gulberg,medium,8.3,3,28.9,5.8,0,0
2022-04-06,Wednesday,4,spring,Liaquatabad,high,9.3,4,26.8,6.0,1,0
2022-04-06,Wednesday,4,spring,Federal B Area,medium,6.6,2,26.2,4.2,0,0
2022-04-06,Wednesday,4,spring,Nazimabad,medium,8.1,4,26.7,5.2,0,0
2022-04-06,Wednesday,4,spring,Baldia Town,high,13.4,5,27.6,8.9,1,0
2022-04-07,Thursday,4,spring,Gulshan-e-Iqbal,medium,4.8,1,23.8,2.8,0,0
2022-04-07,Thursday,4,spring,North Nazimabad,medium,8.3,4,28.9,5.8,0,0
2022-04-07,Thursday,4,spring,Korangi,high,8.8,2,27.0,5.7,0,0
2022-04-07,Thursday,4,spring,Landhi,high,12.8,5,30.8,9.5,1,0
2022-04-07,Thursday,4,spring,Defence (DHA),low,1.9,1,28.8,1.3,0,0
2022-04-07,Thursday,4,spring,Clifton,low,2.3,1,23.7,1.3,0,0
2022-04-07,Thursday,4,spring,SITE Area,medium,9.4,4,28.4,6.4,1,0
2022-04-07,Thursday,4,spring,Orangi Town,high,13.6,5,35.9,10.0,1,0
2022-04-07,Thursday,4,spring,Malir,high,9.3,4,31.4,7.0,1,0
2022-04-07,Thursday,4,spring,Saddar,medium,6.4,1,28.6,4.4,0,0
2022-04-07,Thursday,4,spring,Gulberg,medium,8.8,4,27.2,5.8,0,0
2022-04-07,Thursday,4,spring,Liaquatabad,high,10.5,3,28.7,7.3,1,0
2022-04-07,Thursday,4,spring,Federal B Area,medium,5.4,3,29.5,3.8,0,0
2022-04-07,Thursday,4,spring,Nazimabad,medium,8.5,3,25.7,5.3,0,0
2022-04-07,Thursday,4,spring,Baldia Town,high,12.8,6,30.5,9.4,1,0
2022-04-08,Friday,4,spring,Gulshan-e-Iqbal,medium,6.8,2,28.7,4.7,0,0
2022-04-08,Friday,4,spring,North Nazimabad,medium,9.1,4,29.5,6.5,1,0
2022-04-08,Friday,4,spring,Korangi,high,12.6,5,31.7,9.6,1,0
2022-04-08,Friday,4,spring,Landhi,high,14.4,4,29.3,10.0,1,0
2022-04-08,Friday,4,spring,Defence (DHA),low,2.5,1,30.6,1.8,0,0
2022-04-08,Friday,4,spring,Clifton,low,1.8,1,29.5,1.3,0,0
2022-04-08,Friday,4,spring,SITE Area,medium,9.5,2,27.9,6.4,1,0
2022-04-08,Friday,4,spring,Orangi Town,high,14.6,5,28.5,10.0,1,0
2022-04-08,Friday,4,spring,Malir,high,12.0,4,28.4,8.2,1,0
2022-04-08,Friday,4,spring,Saddar,medium,8.5,2,30.0,6.2,0,0
2022-04-08,Friday,4,spring,Gulberg,medium,10.4,3,27.1,6.8,1,0
2022-04-08,Friday,4,spring,Liaquatabad,high,11.4,3,29.9,8.2,1,0
2022-04-08,Friday,4,spring,Federal B Area,medium,8.0,4,30.9,6.0,0,0
2022-04-08,Friday,4,spring,Nazimabad,medium,9.2,2,27.5,6.1,1,0
2022-04-08,Friday,4,spring,Baldia Town,high,13.2,5,27.2,8.7,1,0
2022-04-09,Saturday,4,spring,Gulshan-e-Iqbal,medium,6.1,2,27.1,4.0,0,0
2022-04-09,Saturday,4,spring,North Nazimabad,medium,7.6,3,27.6,5.1,0,0
2022-04-09,Saturday,4,spring,Korangi,high,9.1,4,25.7,5.6,1,0
2022-04-09,Saturday,4,spring,Landhi,high,10.6,5,22.0,5.6,1,0
2022-04-09,Saturday,4,spring,Defence (DHA),low,1.6,1,24.7,1.0,0,0
2022-04-09,Saturday,4,spring,Clifton,low,2.7,2,29.6,1.9,0,0
2022-04-09,Saturday,4,spring,SITE Area,medium,7.4,2,31.0,5.5,0,0
2022-04-09,Saturday,4,spring,Orangi Town,high,9.8,4,31.5,7.4,1,0
2022-04-09,Saturday,4,spring,Malir,high,9.5,4,27.5,6.3,1,0
2022-04-09,Saturday,4,spring,Saddar,medium,6.2,3,25.8,3.9,0,0
2022-04-09,Saturday,4,spring,Gulberg,medium,6.4,1,26.8,4.1,0,0
2022-04-09,Saturday,4,spring,Liaquatabad,high,8.4,3,25.9,5.2,0,0
2022-04-09,Saturday,4,spring,Federal B Area,medium,6.3,3,27.5,4.2,0,0
2022-04-09,Saturday,4,spring,Nazimabad,medium,7.3,1,26.9,4.7,0,0
2022-04-09,Saturday,4,spring,Baldia Town,high,9.1,3,28.5,6.3,1,0
2022-04-10,Sunday,4,spring,Gulshan-e-Iqbal,medium,3.1,2,27.9,2.1,0,0
2022-04-10,Sunday,4,spring,North Nazimabad,medium,5.1,2,32.0,3.9,0,0
2022-04-10,Sunday,4,spring,Korangi,high,8.4,3,28.2,5.7,0,0
2022-04-10,Sunday,4,spring,Landhi,high,10.3,3,26.3,6.5,1,0
2022-04-10,Sunday,4,spring,Defence (DHA),low,2.0,1,28.4,1.4,0,0
2022-04-10,Sunday,4,spring,Clifton,low,1.8,1,30.5,1.3,0,0
2022-04-10,Sunday,4,spring,SITE Area,medium,6.7,1,28.6,4.6,0,0
2022-04-10,Sunday,4,spring,Orangi Town,high,7.9,3,26.1,5.0,0,0
2022-04-10,Sunday,4,spring,Malir,high,7.6,3,28.2,5.2,0,0
2022-04-10,Sunday,4,spring,Saddar,medium,3.7,1,32.8,2.9,0,0
2022-04-10,Sunday,4,spring,Gulberg,medium,7.4,2,29.2,5.2,0,0
2022-04-10,Sunday,4,spring,Liaquatabad,high,7.8,2,27.6,5.2,0,0
2022-04-10,Sunday,4,spring,Federal B Area,medium,3.9,2,28.2,2.7,0,0
2022-04-10,Sunday,4,spring,Nazimabad,medium,6.4,2,25.5,3.9,0,0
2022-04-10,Sunday,4,spring,Baldia Town,high,9.5,4,27.7,6.3,1,0
2022-04-11,Monday,4,spring,Gulshan-e-Iqbal,medium,5.1,3,26.3,3.2,0,0
2022-04-11,Monday,4,spring,North Nazimabad,medium,8.5,3,31.8,6.5,0,0
2022-04-11,Monday,4,spring,Korangi,high,11.4,3,25.3,7.0,1,0
2022-04-11,Monday,4,spring,Landhi,high,13.6,5,24.9,8.2,1,0
2022-04-11,Monday,4,spring,Defence (DHA),low,3.1,1,27.1,2.0,0,0
2022-04-11,Monday,4,spring,Clifton,low,2.1,1,30.7,1.6,0,0
2022-04-11,Monday,4,spring,SITE Area,medium,7.8,2,25.2,4.7,0,0
2022-04-11,Monday,4,spring,Orangi Town,high,12.7,5,30.1,9.2,1,0
2022-04-11,Monday,4,spring,Malir,high,9.8,2,22.3,5.3,1,0
2022-04-11,Monday,4,spring,Saddar,medium,6.2,3,29.1,4.4,0,0
2022-04-11,Monday,4,spring,Gulberg,medium,9.8,2,27.1,6.4,1,0
2022-04-11,Monday,4,spring,Liaquatabad,high,10.7,5,30.3,7.8,1,0
2022-04-11,Monday,4,spring,Federal B Area,medium,5.1,3,27.2,3.3,0,0
2022-04-11,Monday,4,spring,Nazimabad,medium,9.0,4,28.9,6.3,0,0
2022-04-11,Monday,4,spring,Baldia Town,high,12.8,4,28.1,8.7,1,0
2022-04-12,Tuesday,4,spring,Gulshan-e-Iqbal,medium,4.6,1,26.7,3.0,0,0
2022-04-12,Tuesday,4,spring,North Nazimabad,medium,9.2,3,26.0,5.8,1,0
2022-04-12,Tuesday,4,spring,Korangi,high,11.0,3,28.9,7.7,1,0
2022-04-12,Tuesday,4,spring,Landhi,high,12.9,4,28.3,8.8,1,0
2022-04-12,Tuesday,4,spring,Defence (DHA),low,1.4,1,27.6,0.9,0,0
2022-04-12,Tuesday,4,spring,Clifton,low,2.7,1,28.3,1.8,0,0
2022-04-12,Tuesday,4,spring,SITE Area,medium,8.3,2,28.4,5.7,0,0
2022-04-12,Tuesday,4,spring,Orangi Town,high,13.8,6,23.9,8.0,1,0
2022-04-12,Tuesday,4,spring,Malir,high,11.9,3,27.3,7.8,1,0
2022-04-12,Tuesday,4,spring,Saddar,medium,6.9,3,30.4,5.1,0,0
2022-04-12,Tuesday,4,spring,Gulberg,medium,7.7,2,26.6,4.9,0,0
2022-04-12,Tuesday,4,spring,Liaquatabad,high,10.8,3,26.4,6.9,1,0
2022-04-12,Tuesday,4,spring,Federal B Area,medium,8.0,3,26.3,5.1,0,0
2022-04-12,Tuesday,4,spring,Nazimabad,medium,8.4,2,28.4,5.8,0,0
2022-04-12,Tuesday,4,spring,Baldia Town,high,12.2,5,27.2,8.0,1,0
2022-04-13,Wednesday,4,spring,Gulshan-e-Iqbal,medium,6.9,1,27.3,4.5,0,0
2022-04-13,Wednesday,4,spring,North Nazimabad,medium,8.7,3,26.9,5.6,0,0
2022-04-13,Wednesday,4,spring,Korangi,high,9.8,2,28.6,6.8,1,0
2022-04-13,Wednesday,4,spring,Landhi,high,14.6,4,28.0,9.9,1,0
2022-04-13,Wednesday,4,spring,Defence (DHA),low,2.4,1,29.4,1.7,0,0
2022-04-13,Wednesday,4,spring,Clifton,low,1.2,1,31.4,0.9,0,0
2022-04-13,Wednesday,4,spring,SITE Area,medium,9.0,2,31.3,6.8,0,0
2022-04-13,Wednesday,4,spring,Orangi Town,high,12.6,4,31.6,9.6,1,0
2022-04-13,Wednesday,4,spring,Malir,high,11.6,5,29.1,8.1,1,0
2022-04-13,Wednesday,4,spring,Saddar,medium,6.8,1,27.5,4.5,0,0
2022-04-13,Wednesday,4,spring,Gulberg,medium,9.8,2,28.3,6.7,1,0
2022-04-13,Wednesday,4,spring,Liaquatabad,high,9.4,2,25.8,5.9,1,0
2022-04-13,Wednesday,4,spring,Federal B Area,medium,6.5,2,28.6,4.5,0,0
2022-04-13,Wednesday,4,spring,Nazimabad,medium,8.8,2,30.4,6.5,0,0
2022-04-13,Wednesday,4,spring,Baldia Town,high,11.6,5,28.3,7.9,1,0
2022-04-14,Thursday,4,spring,Gulshan-e-Iqbal,medium,5.1,2,29.5,3.6,0,0
2022-04-14,Thursday,4,spring,North Nazimabad,medium,8.7,2,28.8,6.0,0,0
2022-04-14,Thursday,4,spring,Korangi,high,10.3,3,30.6,7.6,1,0
2022-04-14,Thursday,4,spring,Landhi,high,14.0,5,29.2,9.9,1,0
2022-04-14,Thursday,4,spring,Defence (DHA),low,2.1,1,29.2,1.5,0,0
2022-04-14,Thursday,4,spring,Clifton,low,1.6,1,29.7,1.1,0,0
2022-04-14,Thursday,4,spring,SITE Area,medium,10.1,5,30.1,7.3,1,0
2022-04-14,Thursday,4,spring,Orangi Town,high,12.6,5,28.7,8.7,1,0
2022-04-14,Thursday,4,spring,Malir,high,10.0,5,29.1,7.0,1,0
2022-04-14,Thursday,4,spring,Saddar,medium,7.0,1,24.3,4.1,0,0
2022-04-14,Thursday,4,spring,Gulberg,medium,7.9,4,27.4,5.2,0,0
2022-04-14,Thursday,4,spring,Liaquatabad,high,10.8,3,25.6,6.7,1,0
2022-04-14,Thursday,4,spring,Federal B Area,medium,6.9,2,28.5,4.7,0,0
2022-04-14,Thursday,4,spring,Nazimabad,medium,8.6,3,26.5,5.5,0,0
2022-04-14,Thursday,4,spring,Baldia Town,high,14.0,5,31.3,10.0,1,0
2022-04-15,Friday,4,spring,Gulshan-e-Iqbal,medium,6.9,3,26.8,4.5,0,0
2022-04-15,Friday,4,spring,North Nazimabad,medium,10.1,5,27.3,6.7,1,0
2022-04-15,Friday,4,spring,Korangi,high,12.0,3,29.5,8.5,1,0
2022-04-15,Friday,4,spring,Landhi,high,13.0,5,30.6,9.6,1,0
2022-04-15,Friday,4,spring,Defence (DHA),low,2.5,2,27.2,1.6,0,0
2022-04-15,Friday,4,spring,Clifton,low,2.3,1,27.9,1.5,0,0
2022-04-15,Friday,4,spring,SITE Area,medium,8.3,4,31.0,6.2,0,0
2022-04-15,Friday,4,spring,Orangi Town,high,14.6,4,28.9,10.0,1,0
2022-04-15,Friday,4,spring,Malir,high,12.9,6,26.0,8.1,1,0
2022-04-15,Friday,4,spring,Saddar,medium,7.6,4,27.5,5.0,0,0
2022-04-15,Friday,4,spring,Gulberg,medium,10.4,5,23.7,5.9,1,0
2022-04-15,Friday,4,spring,Liaquatabad,high,12.0,4,26.8,7.8,1,0
2022-04-15,Friday,4,spring,Federal B Area,medium,7.6,3,28.9,5.3,0,0
2022-04-15,Friday,4,spring,Nazimabad,medium,9.1,4,26.6,5.8,1,0
2022-04-15,Friday,4,spring,Baldia Town,high,14.4,4,26.2,9.1,1,0
2022-04-16,Saturday,4,spring,Gulshan-e-Iqbal,medium,6.0,1,27.3,4.0,0,0
2022-04-16,Saturday,4,spring,North Nazimabad,medium,4.7,1,27.3,3.1,0,0
2022-04-16,Saturday,4,spring,Korangi,high,8.0,3,24.7,4.8,0,0
2022-04-16,Saturday,4,spring,Landhi,high,9.6,3,28.2,6.5,1,0
2022-04-16,Saturday,4,spring,Defence (DHA),low,2.8,2,28.6,1.9,0,0
2022-04-16,Saturday,4,spring,Clifton,low,1.3,1,28.9,0.9,0,0
2022-04-16,Saturday,4,spring,SITE Area,medium,6.7,2,26.6,4.3,0,0
2022-04-16,Saturday,4,spring,Orangi Town,high,9.6,4,24.5,5.7,1,0
2022-04-16,Saturday,4,spring,Malir,high,8.5,3,28.3,5.8,0,0
2022-04-16,Saturday,4,spring,Saddar,medium,5.2,1,27.2,3.4,0,0
2022-04-16,Saturday,4,spring,Gulberg,medium,6.3,1,29.2,4.4,0,0
2022-04-16,Saturday,4,spring,Liaquatabad,high,7.7,3,29.6,5.5,0,0
2022-04-16,Saturday,4,spring,Federal B Area,medium,4.5,2,26.5,2.9,0,0
2022-04-16,Saturday,4,spring,Nazimabad,medium,5.9,1,27.0,3.8,0,0
2022-04-16,Saturday,4,spring,Baldia Town,high,11.3,3,29.0,7.9,1,0
2022-04-17,Sunday,4,spring,Gulshan-e-Iqbal,medium,5.4,1,29.0,3.8,0,0
2022-04-17,Sunday,4,spring,North Nazimabad,medium,5.3,2,27.3,3.5,0,0
2022-04-17,Sunday,4,spring,Korangi,high,7.1,3,30.7,5.3,0,0
2022-04-17,Sunday,4,spring,Landhi,high,8.3,4,29.8,6.0,0,0
2022-04-17,Sunday,4,spring,Defence (DHA),low,2.3,1,31.7,1.8,0,0
2022-04-17,Sunday,4,spring,Clifton,low,1.2,1,29.4,0.9,0,0
2022-04-17,Sunday,4,spring,SITE Area,medium,8.0,4,26.8,5.2,0,0
2022-04-17,Sunday,4,spring,Orangi Town,high,8.0,3,24.2,4.7,0,0
2022-04-17,Sunday,4,spring,Malir,high,8.3,3,24.2,4.8,0,0
2022-04-17,Sunday,4,spring,Saddar,medium,4.3,2,28.9,3.0,0,0
2022-04-17,Sunday,4,spring,Gulberg,medium,6.3,3,28.9,4.4,0,0
2022-04-17,Sunday,4,spring,Liaquatabad,high,7.9,3,30.6,5.8,0,0
2022-04-17,Sunday,4,spring,Federal B Area,medium,3.9,1,26.6,2.5,0,0
2022-04-17,Sunday,4,spring,Nazimabad,medium,5.5,3,29.7,3.9,0,0
2022-04-17,Sunday,4,spring,Baldia Town,high,10.0,5,28.9,7.0,1,0
2022-04-18,Monday,4,spring,Gulshan-e-Iqbal,medium,7.5,3,25.6,4.6,0,0
2022-04-18,Monday,4,spring,North Nazimabad,medium,10.1,3,31.0,7.6,1,0
2022-04-18,Monday,4,spring,Korangi,high,11.6,5,31.6,8.8,1,0
2022-04-18,Monday,4,spring,Landhi,high,11.9,3,27.0,7.8,1,0
2022-04-18,Monday,4,spring,Defence (DHA),low,1.6,1,29.4,1.1,0,0
2022-04-18,Monday,4,spring,Clifton,low,1.4,1,29.5,1.0,0,0
2022-04-18,Monday,4,spring,SITE Area,medium,9.9,4,29.4,7.0,1,0
2022-04-18,Monday,4,spring,Orangi Town,high,13.4,6,26.0,8.4,1,0
2022-04-18,Monday,4,spring,Malir,high,10.3,3,30.5,7.6,1,0
2022-04-18,Monday,4,spring,Saddar,medium,7.2,2,27.9,4.8,0,0
2022-04-18,Monday,4,spring,Gulberg,medium,8.5,3,23.9,4.9,0,0
2022-04-18,Monday,4,spring,Liaquatabad,high,10.1,3,31.8,7.7,1,0
2022-04-18,Monday,4,spring,Federal B Area,medium,5.6,2,28.4,3.8,0,0
2022-04-18,Monday,4,spring,Nazimabad,medium,9.6,3,25.5,5.9,1,0
2022-04-18,Monday,4,spring,Baldia Town,high,13.3,5,29.9,9.6,1,0
2022-04-19,Tuesday,4,spring,Gulshan-e-Iqbal,medium,6.6,2,33.7,5.4,0,0
2022-04-19,Tuesday,4,spring,North Nazimabad,medium,7.5,3,30.1,5.4,0,0
2022-04-19,Tuesday,4,spring,Korangi,high,10.9,5,29.5,7.8,1,0
2022-04-19,Tuesday,4,spring,Landhi,high,13.6,4,26.5,8.7,1,0
2022-04-19,Tuesday,4,spring,Defence (DHA),low,2.4,1,24.3,1.4,0,0
2022-04-19,Tuesday,4,spring,Clifton,low,2.7,1,28.6,1.9,0,0
